sample_id,pb207_u235_ratio,pb207_u235_ratio_2sigma_abs,pb206_u238_ratio,pb206_u238_ratio_2sigma_abs,error_correlation_rho,age_207pb_206pb_ma
1C,2.865530148,0.056938461,0.172758485,0.005149101,0.85,1372.898247
1C,5.52590222,0.065778963,0.231504813,0.004133663,0.85,1904.634426
1C,11.00848369,0.251337185,0.386622124,0.013240586,0.85,2523.849697
1C,5.852032191,0.147013951,0.249820309,0.009413927,0.85,1954.150661
1C,2.498322805,0.038117977,0.156893835,0.003590694,0.85,1271.547601
1C,4.079141971,0.110950258,0.202448802,0.008259732,0.85,1650.141995
1C,2.25507733,0.042386841,0.145753954,0.004109427,0.85,1198.371359
1C,1.917646181,0.031482,0.14029754,0.003454897,0.85,1087.249011
1C,4.374578433,0.109292207,0.210691819,0.007895723,0.85,1707.549515
1C,6.364937206,0.120460553,0.280404049,0.007960242,0.85,2027.446336
1C,9.191603038,0.124454565,0.333940921,0.006782354,0.85,2357.276895
1C,3.431997937,0.035811076,0.187574982,0.002935868,0.85,1511.75355
1C,2.259499757,0.02583951,0.156440758,0.002683571,0.85,1199.749947
1C,2.880969815,0.060471188,0.16287041,0.005127944,0.85,1376.945804
1C,10.20667747,0.296636336,0.387952975,0.016912597,0.85,2453.683102
1C,4.431720447,0.04839113,0.224352916,0.003674653,0.85,1718.287988
1C,6.785550821,0.15069407,0.272507673,0.009077809,0.85,2083.839729
1C,2.690118357,0.059365852,0.167259238,0.005536645,0.85,1325.743547
1C,8.732877887,0.118185002,0.323790572,0.006572952,0.85,2310.513913
1C,2.588450821,0.073768906,0.159999164,0.006839784,0.85,1297.375827
1C,2.129383671,0.062634124,0.143828882,0.006345918,0.85,1158.385617
1C,3.535897443,0.064866294,0.209998526,0.005778657,0.85,1535.282486
1C,4.548049773,0.12270442,0.205288063,0.008307875,0.85,1739.804512
1C,4.854968696,0.084378244,0.230910059,0.006019746,0.85,1794.476977
1C,10.9112296,0.156083775,0.37214147,0.007985156,0.85,2515.592851
1C,2.278674662,0.065018358,0.155114518,0.006638919,0.85,1205.705716
1C,7.506619715,0.176284736,0.317881404,0.011197644,0.85,2173.777378
1C,6.954452323,0.116145874,0.277954515,0.006963152,0.85,2105.632139
1C,2.247642273,0.051731491,0.156897323,0.005416698,0.85,1196.049427
1C,11.8308194,0.28098999,0.419477344,0.014944307,0.85,2591.105288
1C,15.32488988,0.313202877,0.49746182,0.015250335,0.85,2835.651043
1C,8.178617687,0.099561089,0.304982169,0.005568977,0.85,2250.978946
1C,4.385674283,0.080808691,0.215494964,0.005955937,0.85,1709.643619
1C,13.0852723,0.330754875,0.434571674,0.016476925,0.85,2685.819905
1C,8.671804222,0.094062386,0.302230611,0.004917408,0.85,2304.122325
1C,5.846831661,0.060366252,0.238924722,0.003700207,0.85,1953.379717
1C,5.960442217,0.116213941,0.236159307,0.006906787,0.85,1970.089871
1C,11.79399558,0.337333163,0.405494592,0.017397002,0.85,2588.186999
1C,4.470426769,0.084781854,0.222849831,0.006339536,0.85,1725.497927
1C,8.470269738,0.116293974,0.307629077,0.006335467,0.85,2282.740915
1C,7.275068727,0.099133209,0.294770128,0.006024996,0.85,2145.755421
1C,3.962727441,0.076600256,0.183799006,0.005329303,0.85,1626.598443
1C,6.580288071,0.110897634,0.269248358,0.006806466,0.85,2056.710365
1C,15.51519723,0.405549948,0.512825133,0.020107015,0.85,2847.419405
1C,1.822575282,0.030675337,0.145942708,0.003684491,0.85,1053.611909
1C,10.99203689,0.113025561,0.378382443,0.005836073,0.85,2522.458077
1C,1.74915723,0.027073671,0.146677048,0.003405428,0.85,1026.851199
1C,15.61738708,0.262062173,0.520233996,0.01309441,0.85,2853.682857
1C,7.09077402,0.211419903,0.282043059,0.012614176,0.85,2122.886127
1C,2.235804087,0.056554963,0.146555227,0.005560701,0.85,1192.341428
1C,2.688573378,0.04347206,0.157099819,0.003810266,0.85,1325.318338
1C,1.792617908,0.041453559,0.146829642,0.005093064,0.85,1042.777554
1C,14.71142145,0.175914258,0.51738077,0.009279999,0.85,2796.758825
1C,7.979537761,0.142472255,0.306638338,0.008212403,0.85,2228.713415
1C,5.960404047,0.09868137,0.245504177,0.006096908,0.85,1970.084303
1C,4.938142994,0.084139038,0.222833149,0.005695147,0.85,1808.799774
1C,4.958032679,0.127393875,0.206351756,0.007953139,0.85,1812.195095
1C,2.14512352,0.05655521,0.14224938,0.005625511,0.85,1163.479885
1C,4.240520577,0.103556952,0.202386982,0.007413681,0.85,1681.90165
1C,14.40086079,0.218477526,0.485116467,0.011039657,0.85,2776.487184
1C,3.722129368,0.061286043,0.186432322,0.004604501,0.85,1576.138331
1C,3.855016029,0.115632388,0.201302777,0.009057208,0.85,1604.317818
1C,5.740042411,0.070489924,0.235233125,0.00433313,0.85,1937.418102
1C,1.922101841,0.035219121,0.146564189,0.004028295,0.85,1088.798463
1C,10.00833902,0.107840119,0.358283758,0.005790776,0.85,2435.551687
1C,3.364581705,0.084014579,0.187140121,0.007009414,0.85,1496.189628
1C,2.475055557,0.039445875,0.152965029,0.00365679,0.85,1264.771759
1C,12.99540438,0.19802303,0.483013988,0.011040198,0.85,2679.320726
1C,3.775671655,0.066366337,0.193288293,0.005096247,0.85,1587.586561
1C,4.235217473,0.047325902,0.201160898,0.003371771,0.85,1680.873621
1C,6.230672081,0.132340618,0.243749755,0.007765934,0.85,2008.764776
1C,10.77973386,0.243395183,0.40970019,0.013875907,0.85,2504.321049
1C,3.995586715,0.084401998,0.196182187,0.006216172,0.85,1633.299351
1C,8.567679558,0.143769711,0.338640352,0.008523818,0.85,2293.13165
1C,3.279510362,0.045899695,0.179005203,0.003758008,0.85,1476.203078
1C,7.990589496,0.12770962,0.297721791,0.007137509,0.85,2229.962348
1C,16.13048186,0.467420637,0.513096619,0.022302367,0.85,2884.560534
1C,2.695682237,0.055084337,0.169770169,0.005203698,0.85,1327.273367
1C,5.370924732,0.095031367,0.2429172,0.006447145,0.85,1880.230115
1C,9.882962571,0.196925687,0.364746819,0.010901794,0.85,2423.920901
1C,2.35810265,0.035971894,0.147544633,0.0033761,0.85,1230.010791
1C,1.527990723,0.033017994,0.140323221,0.004548317,0.85,941.6914319
1C,6.424016032,0.175791457,0.261826583,0.01074722,0.85,2035.558872
1C,6.810060153,0.167238855,0.264662139,0.009749208,0.85,2087.031188
1C,7.332229026,0.086363208,0.299818553,0.005297153,0.85,2152.745099
1C,2.810451826,0.074797586,0.163485089,0.006526508,0.85,1358.326417
1C,14.7200388,0.2247212,0.488886291,0.011195261,0.85,2797.315586
1C,6.171738547,0.099424315,0.246354381,0.00595301,0.85,2000.454994
1C,9.140363669,0.115860768,0.322955613,0.006140547,0.85,2352.159072
1C,3.354715732,0.036717386,0.180756263,0.002967568,0.85,1493.891795
1C,3.124716945,0.068252119,0.168254234,0.005512679,0.85,1438.795144
1C,2.761508025,0.041843332,0.170613967,0.003877803,0.85,1345.199723
1C,10.03441037,0.251477029,0.357157981,0.013426354,0.85,2437.953602
1C,2.365686646,0.039260244,0.151162921,0.003762983,0.85,1232.301363
1C,2.217030093,0.043769292,0.145802799,0.004317726,0.85,1186.433064
1C,12.69272191,0.158365487,0.426175589,0.007976008,0.85,2657.119809
1C,8.396195289,0.095485035,0.353317594,0.006027113,0.85,2274.76758
1C,3.569970417,0.077552345,0.18079617,0.005891295,0.85,1542.881385
1C,7.376242669,0.138249677,0.284232336,0.007990863,0.85,2158.094578
1C,3.074433068,0.060343459,0.170573478,0.005021898,0.85,1426.340674
1C,4.424386613,0.102409858,0.205391026,0.00713118,0.85,1716.916105
1C,2.798536806,0.043274141,0.175796121,0.004077538,0.85,1355.14641
1C,5.135987562,0.074136747,0.217016682,0.004698876,0.85,1842.078527
1C,2.95844788,0.055988627,0.173232239,0.00491763,0.85,1397.016804
1C,2.331499329,0.029983426,0.154951504,0.002989049,0.85,1221.934763
1C,10.5168644,0.127411841,0.353989332,0.006432873,0.85,2481.405728
1C,6.520630571,0.079658732,0.278707619,0.005107212,0.85,2048.687604
2A,21.8000148,0.636166315,0.636402454,0.018571446,0.85,3174.860319
2A,22.46719293,0.247563343,0.643853502,0.007094546,0.85,3204.146215
2A,22.32681225,0.617857146,0.642300693,0.017774596,0.85,3198.053957
2A,22.56960155,0.474978673,0.644981356,0.013573673,0.85,3208.567611
2A,22.62835071,0.597139889,0.645626515,0.017037448,0.85,3211.095388
2A,23.28800775,0.248659005,0.652779329,0.006970088,0.85,3239.054394
2A,22.21393795,0.644424683,0.641046423,0.018596709,0.85,3193.128773
2A,22.65608607,0.352165359,0.645930624,0.010040322,0.85,3212.286563
2A,22.23277921,0.640460299,0.641256145,0.018472684,0.85,3193.95256
2A,22.08756832,0.456070878,0.63963608,0.013207402,0.85,3187.586236
2A,22.40251585,0.431293262,0.643139056,0.012381714,0.85,3201.343892
2A,22.16374674,0.274585965,0.640487042,0.007934974,0.85,3190.931021
2A,21.71911373,0.318285857,0.635486506,0.009312828,0.85,3171.251038
2A,21.92254448,0.283165747,0.637784515,0.008238037,0.85,3180.302484
2A,21.96467052,0.460649246,0.638258233,0.013385731,0.85,3182.166798
2A,22.10582205,0.293214579,0.639840201,0.008486926,0.85,3188.388712
2A,22.83266279,0.396417619,0.647859713,0.011248053,0.85,3219.837565
2A,22.37713191,0.632022104,0.642858202,0.018156956,0.85,3200.241941
2A,22.22246113,0.628199491,0.641141312,0.018124214,0.85,3193.50151
2A,22.57412668,0.60005983,0.645031098,0.017146056,0.85,3208.762536
2A,22.38416119,0.501470867,0.642936002,0.014403652,0.85,3200.547211
2A,22.44477358,0.534408062,0.643606038,0.015324202,0.85,3203.175707
2A,22.27506501,0.64958214,0.641726308,0.018713927,0.85,3195.798971
2A,22.0692759,0.565620463,0.63943139,0.01638819,0.85,3186.781423
2A,22.35919671,0.229135802,0.642659608,0.00658594,0.85,3199.462629
2A,22.33212455,0.449853904,0.642359597,0.012939565,0.85,3198.285167
2A,22.6661719,0.380663422,0.646041137,0.010849835,0.85,3212.719381
2A,22.37078546,0.657670616,0.642787943,0.01889709,0.85,3199.966246
2A,22.13052034,0.36279251,0.640116172,0.010493624,0.85,3189.473496
2A,22.10995067,0.461350288,0.639886351,0.013351986,0.85,3188.570127
2A,23.14741283,0.529492654,0.651268673,0.014897647,0.85,3233.159613
2A,21.62668819,0.339634632,0.63443671,0.009963462,0.85,3167.111848
2A,22.80077596,0.239426481,0.647512244,0.006799399,0.85,3218.478127
2A,22.45766104,0.43285782,0.643748313,0.012407859,0.85,3203.733704
2A,22.53942581,0.503832558,0.644649452,0.0144101,0.85,3207.266802
2A,22.69117027,0.565796032,0.64631488,0.016115625,0.85,3213.791355
2A,22.49577,0.496681705,0.644168645,0.014222531,0.85,3205.381941
2A,22.26576318,0.241028237,0.641622946,0.006945607,0.85,3195.393094
2A,22.96833662,0.530566704,0.649333777,0.014999557,0.85,3225.601515
2A,22.65111594,0.233670379,0.64587615,0.0066629,0.85,3212.073208
2A,10.30751477,0.246705201,0.421525972,0.015133519,0.85,2462.778625
2A,7.001981024,0.070565145,0.360898115,0.005455633,0.85,2111.681108
2A,11.84257901,0.300247519,0.449681078,0.017101295,0.85,2592.035473
2A,6.686314016,0.121270458,0.355108365,0.009660963,0.85,2070.814182
2A,6.745450245,0.134134597,0.356193002,0.010624451,0.85,2078.59634
2A,16.07902808,0.469377786,0.527383152,0.023092994,0.85,2881.5061
2A,15.47335944,0.260757783,0.516274389,0.01305042,0.85,2844.843882
2A,14.36189272,0.324622427,0.49588862,0.016812885,0.85,2773.914752
2A,10.78624506,0.150658596,0.430306518,0.009015562,0.85,2504.882143
2A,8.436059655,0.233108106,0.387201012,0.016048908,0.85,2279.066339
2A,8.298735958,0.152723771,0.384682314,0.010619111,0.85,2264.180812
2A,7.434318324,0.158420256,0.368827753,0.011789202,0.85,2165.110319
2A,18.03979193,0.269146847,0.563346152,0.012607366,0.85,2991.857746
2A,11.18492333,0.216377569,0.437618804,0.01269891,0.85,2538.660095
2A,9.603437333,0.192257591,0.408612261,0.01227042,0.85,2397.500356
2A,11.4567551,0.310168884,0.442604558,0.017973959,0.85,2561.063161
2A,16.98904825,0.39802062,0.544074124,0.01911991,0.85,2934.216522
2A,14.96782373,0.445126488,0.507002196,0.022616525,0.85,2813.195594
2A,6.853940736,0.187898506,0.358182861,0.014729196,0.85,2092.72012
2A,8.741674698,0.169309686,0.392806396,0.011411874,0.85,2311.431226
2A,6.69218863,0.100015639,0.355216113,0.007963127,0.85,2071.589938
2A,15.06927609,0.44932738,0.508862966,0.022759494,0.85,2819.626472
2A,16.68392108,0.46478234,0.538477689,0.022501448,0.85,2916.84603
2A,16.40264519,0.44103715,0.533318717,0.021509948,0.85,2900.565789
2A,16.53748707,0.227113313,0.535791896,0.01103724,0.85,2908.403014
2A,11.11038377,0.129054966,0.43625165,0.007601057,0.85,2532.429555
2A,6.787323056,0.139152779,0.356961005,0.010977549,0.85,2084.070836
2A,9.149375087,0.264381289,0.40028416,0.017349979,0.85,2353.06101
2A,11.84245129,0.307788295,0.449678736,0.017530896,0.85,2592.025375
2A,6.738342415,0.136660079,0.356062635,0.01083194,0.85,2077.664118
2A,14.88251226,0.253422649,0.505437471,0.012910048,0.85,2807.756151
2A,15.70005794,0.278021095,0.520432339,0.013823946,0.85,2858.721825
2A,7.221348404,0.155932702,0.364921603,0.011819789,0.85,2139.14224
2A,9.454165276,0.187658169,0.405874415,0.012084459,0.85,2383.104524
2A,16.35586329,0.172813535,0.532460675,0.008438846,0.85,2897.832554
2A,10.29354968,0.162187025,0.421269834,0.009956405,0.85,2461.523824
2A,8.849079742,0.170824843,0.394776346,0.011431292,0.85,2322.564882
2A,15.63459747,0.301059477,0.519231707,0.014997472,0.85,2854.73393
2A,7.312516301,0.127488056,0.366593743,0.009586917,0.85,2150.340018
2A,9.926568983,0.174754385,0.414538923,0.010946757,0.85,2427.981261
2A,12.0474836,0.279710811,0.453439299,0.015791498,0.85,2608.108125
2A,12.04210678,0.145528913,0.453340681,0.008217936,0.85,2607.689604
2A,12.29400643,0.131846416,0.457960854,0.007367065,0.85,2627.114067
2A,9.517383084,0.147437635,0.407033913,0.009458291,0.85,2389.226197
2A,12.50052004,0.262429267,0.461748586,0.014540556,0.85,2642.766113
2A,13.66207864,0.166215068,0.483053105,0.008815354,0.85,2726.572042
2A,8.912544276,0.095269928,0.39594037,0.006348559,0.85,2329.086717
2A,8.52027981,0.095425572,0.388745721,0.006530821,0.85,2288.088785
2A,9.90221255,0.21671872,0.414092194,0.013594163,0.85,2425.715342
2A,15.87682537,0.260882946,0.523674487,0.012907279,0.85,2869.413008
2A,16.66915076,0.485970224,0.538206781,0.023536214,0.85,2915.997587
2A,6.849838145,0.13944607,0.358107614,0.010935302,0.85,2092.189585
2A,13.53973694,0.162683059,0.480809197,0.00866555,0.85,2718.06405
2A,9.872719948,0.212035479,0.41355126,0.013322702,0.85,2422.964812
2A,16.36588176,0.32919143,0.532644427,0.01607081,0.85,2898.418504
2A,7.379425665,0.164355371,0.367820949,0.012288222,0.85,2158.480353
2A,14.5463868,0.163125272,0.499272486,0.00839837,0.85,2786.036708
2A,10.41945548,0.168700051,0.423579112,0.010287172,0.85,2472.781156
2A,10.41858956,0.308232564,0.42356323,0.018796591,0.85,2472.704159
2A,18.22075019,0.212993608,0.566665165,0.009936149,0.85,3001.462593
2A,2.150218755,0.034099713,0.096445808,0.00229426,0.85,1165.123518
2A,1.752589865,0.050760179,0.085702465,0.003723295,0.85,1028.118229
2A,12.58482017,0.269499043,0.378373274,0.012154075,0.85,2649.086668
2A,5.75165279,0.10099772,0.193751218,0.005103341,0.85,1939.165693
2A,2.090894868,0.050436507,0.094842964,0.003431699,0.85,1145.819821
2A,2.88606444,0.082211299,0.116327268,0.004970479,0.85,1378.277843
2A,2.188379096,0.03276768,0.097476844,0.002189353,0.85,1177.349512
2A,1.761051601,0.035063763,0.085931088,0.002566422,0.85,1031.23483
2A,2.888552486,0.054414614,0.116394491,0.003288963,0.85,1378.927732
2A,7.044405605,0.096077656,0.228679484,0.004678391,0.85,2117.050204
2A,2.325052582,0.056896797,0.101169559,0.003713609,0.85,1219.968003
2A,1.815989826,0.027868168,0.087415438,0.002012215,0.85,1051.240113
2A,7.568137122,0.12355368,0.242829933,0.005946483,0.85,2181.09391
2A,8.000105869,0.234336094,0.254501088,0.011182125,0.85,2231.036544
2A,3.965268224,0.115246855,0.145485755,0.006342613,0.85,1627.118159
2A,8.274775317,0.137605264,0.26192225,0.006533449,0.85,2261.561033
2A,2.729668656,0.066121463,0.112101685,0.004073202,0.85,1336.568409
2A,2.677594619,0.041267661,0.110694722,0.002559076,0.85,1322.29162
2A,6.465838802,0.089282824,0.213047466,0.004412764,0.85,2041.262923
2A,8.344564558,0.154674118,0.263807852,0.007334879,0.85,2269.172812
2A,1.716698041,0.046112509,0.084732721,0.003414029,0.85,1014.791275
2A,15.03145312,0.449745814,0.444477671,0.019948368,0.85,2817.233703
2A,14.48396659,0.393510394,0.429685396,0.017510984,0.85,2781.951643
2A,8.620715755,0.118300143,0.271269048,0.005583846,0.85,2298.744646
2A,5.485352997,0.162611172,0.186556193,0.008295579,0.85,1898.305579
2A,1.537383824,0.018331488,0.079887916,0.001428854,0.85,945.4572369
2A,8.475915242,0.205246243,0.267356752,0.009711158,0.85,2283.346034
2A,1.484322476,0.014972765,0.078454277,0.001187085,0.85,923.9985551
2A,3.619152504,0.040367497,0.136134221,0.002277632,0.85,1553.750569
2A,13.27782966,0.184569658,0.397097364,0.008279831,0.85,2699.607007
2A,17.9497784,0.378744003,0.523326495,0.016563444,0.85,2987.045984
2A,12.43421831,0.352306239,0.374304235,0.015908083,0.85,2637.767231
2A,2.714121711,0.033084456,0.11168163,0.002042056,0.85,1332.326987
2A,12.36103046,0.159812345,0.372326808,0.007220566,0.85,2632.220435
2A,2.256576992,0.034942893,0.09931945,0.002306929,0.85,1198.839053
2A,2.010069069,0.0473241,0.092659171,0.003272284,0.85,1118.914581
2A,8.29152034,0.168865812,0.262374675,0.008015318,0.85,2263.392591
2A,12.10029275,0.206964454,0.365282062,0.009371724,0.85,2612.209552
2A,5.629194338,0.069220477,0.190442572,0.003512721,0.85,1920.580067
2A,3.265688668,0.09610001,0.126584152,0.005587522,0.85,1472.918351
2A,3.287295302,0.039541892,0.127167931,0.002294498,0.85,1478.048503
2A,5.837656315,0.066756763,0.196074906,0.003363334,0.85,1952.018103
2A,3.864529417,0.11219055,0.142763941,0.006216837,0.85,1606.305511
2A,10.17223589,0.244971628,0.313188823,0.011313497,0.85,2450.557712
2A,1.981755746,0.046160648,0.091894187,0.00321071,0.85,1109.318478
2A,17.20499252,0.38830864,0.503203484,0.017035601,0.85,2946.332813
2A,4.390278552,0.094744547,0.156968904,0.005081209,0.85,1710.511309
2A,3.743750249,0.073319298,0.139500667,0.004098066,0.85,1580.776783
2A,17.99307206,0.202200918,0.524496226,0.008841204,0.85,2989.363136
2A,18.10633459,0.378804099,0.527556411,0.016555576,0.85,2995.400248
2A,2.892573618,0.033875372,0.116503136,0.002046579,0.85,1379.977192
2A,5.798036104,0.128056272,0.195004427,0.006460344,0.85,1946.117441
2A,1.8886783,0.054550531,0.089379372,0.003872305,0.85,1077.11739
2A,6.425470333,0.131679414,0.21195677,0.006515556,0.85,2035.757757
2A,1.771695924,0.023301398,0.086218682,0.001700926,0.85,1035.141778
2A,11.90326888,0.303259525,0.359958769,0.013756002,0.85,2596.822543
2A,4.698224018,0.093540827,0.165289134,0.004936317,0.85,1766.923441
2A,5.1449619,0.084178177,0.17735933,0.004352739,0.85,1843.562515
2A,5.280792004,0.126110067,0.181029258,0.006484712,0.85,1865.762388
2A,2.724498251,0.073842836,0.111961989,0.004551806,0.85,1335.159816
2B,22.52474477,0.453760367,0.644487845,0.01298319,0.85,3206.633331
2B,22.21966548,0.226698065,0.641110191,0.006540982,0.85,3193.379265
2B,22.56231847,0.430906542,0.644901282,0.01231665,0.85,3208.253806
2B,22.69816984,0.357152934,0.646391485,0.010170891,0.85,3214.091306
2B,23.46260973,0.667459429,0.654645161,0.018623209,0.85,3246.327683
2B,22.53949191,0.316760006,0.64465018,0.009059627,0.85,3207.269653
2B,22.02578783,0.462091367,0.638944214,0.013404769,0.85,3184.86551
2B,22.197453,0.416988949,0.64086281,0.012038891,0.85,3192.407461
2B,22.31150377,0.284822857,0.642130883,0.008197276,0.85,3197.387382
2B,22.75005141,0.670721392,0.646958693,0.019073761,0.85,3216.311819
2B,22.31579286,0.553630432,0.64217847,0.015931746,0.85,3197.574185
2B,22.7668352,0.261719129,0.647141963,0.007439305,0.85,3217.029121
2B,21.82351056,0.520253767,0.636667956,0.015177618,0.85,3175.906148
2B,22.42877853,0.255162082,0.643429363,0.007320005,0.85,3202.482732
2B,22.68790788,0.46438692,0.646279169,0.01322835,0.85,3213.651522
2B,22.57450227,0.622149165,0.645035226,0.017777053,0.85,3208.778713
2B,22.14006099,0.44984127,0.64022271,0.013008031,0.85,3189.892225
2B,22.37812023,0.450236816,0.642869142,0.012934212,0.85,3200.284868
2B,21.7295287,0.503623613,0.635604576,0.014731358,0.85,3171.716406
2B,22.39097612,0.452822993,0.64301141,0.013003915,0.85,3200.843085
2B,22.28649861,0.35636668,0.641853312,0.010263395,0.85,3196.297643
2B,22.00199233,0.492858508,0.638677316,0.014306775,0.85,3183.815642
2B,22.2516611,0.24801833,0.641466176,0.00714982,0.85,3194.777453
2B,22.96153411,0.624906277,0.649260037,0.017669842,0.85,3225.313296
2B,21.87008459,0.506950339,0.637193563,0.014770199,0.85,3177.976044
2B,22.46033671,0.29386695,0.643777844,0.008423072,0.85,3203.849516
2B,22.55850758,0.264547983,0.644859375,0.007562391,0.85,3208.089568
2B,22.39399553,0.63791077,0.643044814,0.018317643,0.85,3200.974146
2B,22.65838105,0.481503341,0.645955774,0.013726923,0.85,3212.385064
2B,22.25269604,0.660730334,0.641477684,0.01904685,0.85,3194.822647
2B,22.15797695,0.47060925,0.640422672,0.013601821,0.85,3190.67807
2B,22.02217618,0.362193787,0.638903719,0.010507906,0.85,3184.706232
2B,22.3522545,0.490068446,0.642582703,0.01408849,0.85,3199.160819
2B,22.4460877,0.308794666,0.643620549,0.008854398,0.85,3203.23262
2B,22.53985546,0.3896517,0.64465418,0.011144286,0.85,3207.285334
2B,22.38192479,0.374526062,0.642911251,0.010758102,0.85,3200.450098
2B,22.47644665,0.564854216,0.643955586,0.016183209,0.85,3204.546528
2B,22.28362965,0.589019053,0.641821448,0.016965147,0.85,3196.172537
2B,21.86706295,0.46325033,0.63715949,0.013498125,0.85,3177.841881
2B,22.36870381,0.239385737,0.642764895,0.006878751,0.85,3199.875802
2B,11.75549183,0.304001906,0.448788424,0.017408783,0.85,2585.126578
2B,9.371768158,0.177524821,0.40792072,0.011590564,0.85,2375.069823
2B,9.832127482,0.277079385,0.422302879,0.017851389,0.85,2419.166863
2B,8.003506314,0.177681763,0.389229522,0.012961629,0.85,2231.420106
2B,12.60908432,0.269105439,0.456908419,0.014627138,0.85,2650.898649
2B,11.65402343,0.281390403,0.435980579,0.015790351,0.85,2577.01703
2B,11.01589917,0.194087001,0.424830133,0.0112275,0.85,2524.476523
2B,10.87828092,0.21416817,0.43426868,0.012824618,0.85,2512.78022
2B,15.45691232,0.322770653,0.517384717,0.016206012,0.85,2843.829609
2B,6.922430077,0.207347267,0.357292128,0.016052935,0.85,2101.536261
2B,13.53379249,0.274551747,0.494095654,0.015035123,0.85,2717.648834
2B,8.734653865,0.229230606,0.388325766,0.015286722,0.85,2310.699175
2B,6.987095637,0.08949773,0.359851821,0.006914015,0.85,2109.79052
2B,14.54961707,0.220186889,0.491120977,0.011148582,0.85,2786.247665
2B,8.036524098,0.19648945,0.38083601,0.013966907,0.85,2235.136922
2B,6.42121851,0.101788461,0.352200644,0.00837457,0.85,2035.176183
2B,7.420238792,0.222262189,0.371319542,0.016683485,0.85,2163.413909
2B,7.022071674,0.088481613,0.359161608,0.006788424,0.85,2114.227245
2B,10.94477088,0.163400144,0.434645806,0.009733578,0.85,2518.448088
2B,9.870665417,0.289068882,0.411273522,0.01806662,0.85,2422.772925
2B,9.588483555,0.203401046,0.407167434,0.012955899,0.85,2396.067374
2B,7.161474443,0.209851557,0.356201677,0.015656582,0.85,2131.720408
2B,10.1033999,0.144811129,0.411623779,0.00884965,0.85,2444.282235
2B,7.668672843,0.10375103,0.370707082,0.007523057,0.85,2192.938726
2B,14.46691021,0.16866572,0.494441146,0.00864683,0.85,2780.832529
2B,17.07911271,0.474804346,0.542297149,0.02261403,0.85,2939.287483
2B,8.837920063,0.155547109,0.395707444,0.010446657,0.85,2321.413731
2B,9.802431762,0.253034796,0.415610257,0.016092515,0.85,2416.37942
2B,6.701379441,0.165907013,0.356635481,0.013243914,0.85,2072.802418
2B,16.96295117,0.287696067,0.538362537,0.013696153,0.85,2932.742416
2B,10.35287356,0.10865918,0.425071135,0.006692038,0.85,2466.843569
2B,12.41407055,0.139243631,0.453829315,0.007635631,0.85,2636.243283
2B,8.303796445,0.204317529,0.377652858,0.013938401,0.85,2264.733245
2B,7.497503373,0.202588087,0.370246534,0.015006503,0.85,2172.688632
2B,11.56584053,0.279805327,0.452041966,0.016403963,0.85,2569.916296
2B,8.425835143,0.112449718,0.3798562,0.007604241,0.85,2277.965516
2B,6.162619824,0.08765633,0.341861146,0.007293885,0.85,1999.163133
2B,15.8429634,0.237698651,0.530078855,0.011929494,0.85,2867.373679
2B,6.786703391,0.12904748,0.357689777,0.010202073,0.85,2083.990035
2B,8.211323292,0.234490415,0.381354025,0.016335466,0.85,2254.590567
2B,16.3794335,0.182930224,0.542575781,0.009089464,0.85,2899.210565
2B,7.692835391,0.221533979,0.373160225,0.01611909,0.85,2195.765008
2B,6.695198054,0.161281736,0.344007733,0.012430289,0.85,2071.98711
2B,15.54734414,0.263995217,0.517383067,0.013177812,0.85,2849.393932
2B,8.607808125,0.182886569,0.391457906,0.012475718,0.85,2297.381443
2B,9.092867838,0.093762143,0.400407499,0.006193271,0.85,2347.392009
2B,16.07890401,0.374992056,0.525122379,0.018370349,0.85,2881.498724
2B,9.354632717,0.199080021,0.404622393,0.012916419,0.85,2373.390897
2B,7.065742852,0.172818743,0.364272116,0.013364423,0.85,2119.739875
2B,10.00583704,0.195296416,0.425064631,0.012444776,0.85,2435.320884
2B,9.307389107,0.220695365,0.407581143,0.014496751,0.85,2368.747552
2B,9.169731684,0.143654087,0.410194461,0.009639231,0.85,2355.095524
2B,12.51348272,0.180166632,0.455064362,0.009827889,0.85,2643.740577
2B,7.184488764,0.075899746,0.369886973,0.005861446,0.85,2134.57963
2B,9.015082168,0.136558225,0.394663791,0.008967404,0.85,2339.536146
2B,9.931448161,0.12312595,0.407159892,0.007571698,0.85,2428.434571
2B,8.422431655,0.250464959,0.38726174,0.017274494,0.85,2277.598815
2B,6.902928861,0.140248109,0.362009351,0.011032518,0.85,2099.033795
2B,10.80934133,0.136953454,0.429089579,0.008154794,0.85,2506.869936
2B,16.10130432,0.281569252,0.528956898,0.013875087,0.85,2882.829605
2B,2.734905209,0.055316518,0.10909324,0.003309799,0.85,1337.993034
2B,3.850718624,0.078454674,0.143228619,0.004377217,0.85,1603.418656
2B,3.25798327,0.055125133,0.128659863,0.003265391,0.85,1471.082538
2B,1.685819946,0.021539768,0.083021413,0.00159115,0.85,1003.184304
2B,1.707692221,0.034054479,0.084027839,0.002513501,0.85,1011.419702
2B,6.789510301,0.077813393,0.218481223,0.003755963,0.85,2084.355989
2B,8.589990908,0.121936752,0.269999938,0.00574906,0.85,2295.496716
2B,12.29207451,0.355085881,0.379064021,0.016425252,0.85,2626.966498
2B,2.426495934,0.029409252,0.103055935,0.001873565,0.85,1250.482962
