sample_id,u238_pb206_ratio_tw,u238_pb206_ratio_tw_1sigma_abs,pb207_pb206_ratio_tw,pb207_pb206_ratio_tw_1sigma_abs
6A,1.667714607,0.022932742,0.226720393,0.001707597
6A,1.711302586,0.01331765,0.218165333,0.000929923
6A,1.667128074,0.018442615,0.226840617,0.001374469
6A,1.66830454,0.012367032,0.226599614,0.000920047
6A,1.677865983,0.017598928,0.224661761,0.00129068
6A,1.685082664,0.018711281,0.223223301,0.001357633
6A,1.694269517,0.022396222,0.221421514,0.001603145
6A,1.678008149,0.017601543,0.224633225,0.001290599
6A,2.886398333,0.025894449,0.150062155,0.000750895
6A,3.453302895,0.066014262,0.115689815,0.001233548
6A,2.943841419,0.061348265,0.146579288,0.001703799
6A,3.310308563,0.029373684,0.124359792,0.000615499
6A,2.382021765,0.02909002,0.180643322,0.00123049
6A,1.988327277,0.038471329,0.204513656,0.002207137
6A,2.640167153,0.05491117,0.16499155,0.00191403
6A,1.895171666,0.018525219,0.210161831,0.001145846
6A,2.146512277,0.044523258,0.194922643,0.002255141
6A,2.483726692,0.035335667,0.174476788,0.001384538
6A,2.406143155,0.022157231,0.179180803,0.000920329
6A,3.091479956,0.044221187,0.137627725,0.001098064
6A,2.851905602,0.023420141,0.152153505,0.000696938
6A,3.307680331,0.03407037,0.124519146,0.000715397
6A,3.034263669,0.030138428,0.141096841,0.000781704
6A,2.395255751,0.037428455,0.179840924,0.001567459
6A,1.961895771,0.017607522,0.206116241,0.001031792
6A,2.489299458,0.049549805,0.174138902,0.001933385
6A,3.049273065,0.022907265,0.140186797,0.000587411
6A,2.962034612,0.025335765,0.145476205,0.000694055
6A,3.209903675,0.027764318,0.130447503,0.000629345
6A,2.973972186,0.052550604,0.144752411,0.001426673
6A,2.235441646,0.041143669,0.189530712,0.001945705
6A,3.527524311,0.055740072,0.11118965,0.000979985
6A,3.177956095,0.031190227,0.132384536,0.000724712
6A,2.574833056,0.032894872,0.168952862,0.001203933
6A,3.180828066,0.024476155,0.132210404,0.000567448
6A,2.28497025,0.040977012,0.186527712,0.001865782
6A,1.983463016,0.029261384,0.204808584,0.001685298
6A,2.623058438,0.024888089,0.166028879,0.000878668
6A,3.644830708,0.07117845,0.104077174,0.001133664
6A,3.560210426,0.052814414,0.109207838,0.000903625
6A,1.856354896,0.020273607,0.212515355,0.001294548
6A,2.089458151,0.034311907,0.198381927,0.001817067
6A,3.053885576,0.047336383,0.139907133,0.001209595
6A,2.377047937,0.021187693,0.180944893,0.000899601
6A,2.093607039,0.029311773,0.198130373,0.001547233
6A,2.438629577,0.053636324,0.177211099,0.002174012
6A,3.298002402,0.040524566,0.125105935,0.000857439
6A,2.232478173,0.019140079,0.189710392,0.000907205
6A,3.675130719,0.031090092,0.102240035,0.000482423
6A,3.257895199,0.045644852,0.127537699,0.000996669
6A,3.19447861,0.064629354,0.13138275,0.001482607
6A,2.765999805,0.030813544,0.157362113,0.000977794
6A,2.468321035,0.037793843,0.175410858,0.001498075
6A,2.411784822,0.04239511,0.17883874,0.001753463
6A,3.381546181,0.031250524,0.12004054,0.000618768
6A,3.131150241,0.051496422,0.135222451,0.001240451
6A,5.058463265,0.071403387,0.170670117,0.001343741
6A,11.24997545,0.155981432,0.075003524,0.000580044
6A,11.56794044,0.250653497,0.070090568,0.000847101
6A,6.392860751,0.050664422,0.15005201,0.000663296
6A,9.618982247,0.16563359,0.100204405,0.000962418
6A,2.424715285,0.047736865,0.211364811,0.002321045
6A,7.21367549,0.068599589,0.137369397,0.000728639
6A,7.163052022,0.138259802,0.138151593,0.001487344
6A,2.301267053,0.031157304,0.21327224,0.00161059
6A,3.339115472,0.066195283,0.197236187,0.002180921
6A,7.713160494,0.095888345,0.129651731,0.00089902
6A,5.140289537,0.041669649,0.169405799,0.000765982
6A,5.590431278,0.06944161,0.162450547,0.00112552
6A,10.48873454,0.234559441,0.086765647,0.001082269
6A,10.06715049,0.14362991,0.093279646,0.000742306
6A,10.14507145,0.17039377,0.09207567,0.000862584
6A,4.914456182,0.077574648,0.172895206,0.001522247
6A,6.073972086,0.130478966,0.154979238,0.001856945
6A,7.732099947,0.139175598,0.129359092,0.001298734
6A,9.718430968,0.197667421,0.098667798,0.001119366
6A,8.221934416,0.110014719,0.121790538,0.000908967
6A,10.83753117,0.198030272,0.081376303,0.000829386
6A,7.762234076,0.169885032,0.128893482,0.001573465
6A,9.263582949,0.154159365,0.105695768,0.000981084
6A,3.531712097,0.032296937,0.194260328,0.000990873
6A,5.768020501,0.11573106,0.159706572,0.001787326
6A,6.876095597,0.124298418,0.142585428,0.001437661
6A,10.20682801,0.212627951,0.091121454,0.001058785
6A,7.515740886,0.110490418,0.13270211,0.001088149
6A,7.249316025,0.122081165,0.136818707,0.001285153
6A,7.196755455,0.159049953,0.137630833,0.001696564
6A,10.38750565,0.196627407,0.088329759,0.000932605
6A,3.191926975,0.063205169,0.199510433,0.002203551
6A,4.436918967,0.060011466,0.180273752,0.001360013
6A,9.426516842,0.180898282,0.103178236,0.001104407
6A,4.821674473,0.039373598,0.174328799,0.000794025
6A,8.176679547,0.122798494,0.081340852,0.000681369
6A,2.94063135,0.050992647,0.148052782,0.001431994
6A,5.24325598,0.064537984,0.122937143,0.000844025
6A,4.31170564,0.089586219,0.105162428,0.001218738
6A,3.806872759,0.062186455,0.122597147,0.001117032
6A,3.76413963,0.074294707,0.145067387,0.001597054
6A,3.059904653,0.036596285,0.148425946,0.00099014
6A,3.107000625,0.02597254,0.146800737,0.000684477
6A,8.026713013,0.075682493,0.099345601,0.000522473
6A,3.853399247,0.079667954,0.133847532,0.001543504
6A,3.61196075,0.053477544,0.138106964,0.001140517
6A,3.007059973,0.049628816,0.148664351,0.001368537
6A,4.340362683,0.060549789,0.138357625,0.001076583
6A,3.950355021,0.069334252,0.111573053,0.001092267
6A,6.142252291,0.122755955,0.111751351,0.001245734
6A,7.355913799,0.102765014,0.094071721,0.000733036
6A,7.545546748,0.159237719,0.090275172,0.001062628
6A,3.580187212,0.050545916,0.128649641,0.001013087
6A,3.41406984,0.070486617,0.14380751,0.001656051
6A,3.033464094,0.038395282,0.143899515,0.001015912
6A,3.756715431,0.042189251,0.138840414,0.000869695
6A,4.865751787,0.106651965,0.133951352,0.00163766
6A,6.84107314,0.150007598,0.099283359,0.001214292
6A,7.117394444,0.067033299,0.110541124,0.000580699
6A,3.713369243,0.064227738,0.136219952,0.001314174
6A,4.926958057,0.050122451,0.114974318,0.000652397
6A,3.105199753,0.029696097,0.15308099,0.000816561
6A,3.295676491,0.066289787,0.131363894,0.001473791
6A,4.829572258,0.059971844,0.110942052,0.000768409
6A,4.830136836,0.068094301,0.103474861,0.000813662
6A,3.460099938,0.057513552,0.124627097,0.001155452
6A,5.023368982,0.058599955,0.101191988,0.000658425
6A,3.819253261,0.033310141,0.134628356,0.000654926
6A,3.228071065,0.036673514,0.135886881,0.000861082
6A,3.864792647,0.052888377,0.124409724,0.000949612
6A,2.902150514,0.041948805,0.155750436,0.001255702
6B,1.68925517,0.025117403,0.222400925,0.001811243
6B,1.698644006,0.024272434,0.220574907,0.001726345
6B,1.687973457,0.010844522,0.222652824,0.00078349
6B,1.695377891,0.017222656,0.221206321,0.001230812
6B,1.684274168,0.023994493,0.223383434,0.001743052
6B,1.715522842,0.013913985,0.217375056,0.000965663
6B,1.685769255,0.010679278,0.223087512,0.000774069
6B,1.683198927,0.010828861,0.223596797,0.000787904
6B,1.690668738,0.020370419,0.222123847,0.001465876
6B,1.690040534,0.014777171,0.222246888,0.001064365
6B,1.69192893,0.022213425,0.221877481,0.001595538
6B,1.688109673,0.017674782,0.222626023,0.001276703
6B,1.671111332,0.016900048,0.226026917,0.001251997
6B,1.677378333,0.022903458,0.224759705,0.001680928
6B,1.688119678,0.015124078,0.222624054,0.001092442
6B,1.690924777,0.01722548,0.222073743,0.001239096
6B,1.678471629,0.019478011,0.224540249,0.001427202
6B,1.684966858,0.01209532,0.223246222,0.00087775
6B,1.697706379,0.014362611,0.220755759,0.001022924
6B,1.689324864,0.011949496,0.222387246,0.000861602
6B,1.672454687,0.017336918,0.225753953,0.00128178
6B,1.681363807,0.010741416,0.223961993,0.000783673
6B,1.690814877,0.017439541,0.222095246,0.001254697
6B,1.702141047,0.017194455,0.2199033,0.001216705
6B,1.684327612,0.016794273,0.223372841,0.001219904
6B,1.68653963,0.01421227,0.222935373,0.001028979
6B,1.68843894,0.016845507,0.222561267,0.001216211
6B,1.678344783,0.009617608,0.224565686,0.000704839
6B,1.681227949,0.011615354,0.223989082,0.000847605
6B,1.701831469,0.01153526,0.21996257,0.00081662
6B,1.686481356,0.011969981,0.222946873,0.00086671
6B,1.699644207,0.023382787,0.22038235,0.001660641
6B,1.691762803,0.015655956,0.221909924,0.001124806
6B,1.700343863,0.024559243,0.220247877,0.001742411
6B,1.700013685,0.00967204,0.220311314,0.000686536
6B,1.705711216,0.025399369,0.219222351,0.001787981
6B,1.683051869,0.010199336,0.223626013,0.000742262
6B,1.684127637,0.01373468,0.223412484,0.000997956
6B,1.687261676,0.020159374,0.222792987,0.001457997
6B,1.692631684,0.014300466,0.221740358,0.001026108
6B,2.805942282,0.026911682,0.151226661,0.000808999
6B,2.736195389,0.030134774,0.153192508,0.000941057
6B,2.474718874,0.055542531,0.168370441,0.002107771
6B,1.901976658,0.024453208,0.205583845,0.001474271
6B,2.028350669,0.016521015,0.203386825,0.000924005
6B,2.894276752,0.053020407,0.153460504,0.001568041
6B,2.155468339,0.046780958,0.195656402,0.002368532
6B,3.077228305,0.039468226,0.138774715,0.000992787
6B,3.049375839,0.040198819,0.146034277,0.001073779
6B,3.427129268,0.050407583,0.113063439,0.000927567
6B,2.23866934,0.039256324,0.186025789,0.001819494
6B,2.848916412,0.062110092,0.154282601,0.001876105
6B,2.524544659,0.041130019,0.168971775,0.001535493
6B,1.94155285,0.019833249,0.20357013,0.001159889
6B,2.523009956,0.034310342,0.173431293,0.001315501
6B,3.062890529,0.035569458,0.133511139,0.000864811
6B,3.236009782,0.054220456,0.127386174,0.001190511
6B,2.15894437,0.045505995,0.200903132,0.002361955
6B,2.317835873,0.020703492,0.186113539,0.00092725
6B,3.212328545,0.063977089,0.138388925,0.001537318
6B,3.328999881,0.068170433,0.11635161,0.001328962
6B,2.359596455,0.031332387,0.180664098,0.00133809
6B,3.244136669,0.025322197,0.12886648,0.000561048
6B,2.75120551,0.042463753,0.157025027,0.00135183
6B,2.6161189,0.019869082,0.169301604,0.000717198
6B,3.625528196,0.042431194,0.106653025,0.000696217
6B,3.518459845,0.047718471,0.111289287,0.00084187
6B,2.836612638,0.033829163,0.14069939,0.000935925
6B,3.365553966,0.070616906,0.121004322,0.001416155
6B,3.232611667,0.063367324,0.127366502,0.001392595
6B,1.909281155,0.03504519,0.21242424,0.002174805
6B,2.867927219,0.059564411,0.15432353,0.001787758
6B,2.069254744,0.034590516,0.187854731,0.001751552
6B,3.276784555,0.034528397,0.123034652,0.000723126
6B,3.173871809,0.032636488,0.128648301,0.000737863
6B,3.136724933,0.024188602,0.138707247,0.000596611
6B,2.398113971,0.024333338,0.184943898,0.001046718
6B,2.872198384,0.0548445,0.157968228,0.001682465
6B,3.441804147,0.069928326,0.114648181,0.001299248
6B,2.824708701,0.061699579,0.147442738,0.001796345
6B,2.274824822,0.040464606,0.180961985,0.001795446
6B,2.780225713,0.062482346,0.156855367,0.00196623
6B,2.702407979,0.03667499,0.163172853,0.001235164
6B,1.96580835,0.044061982,0.20248268,0.002531445
6B,2.979557342,0.058529495,0.151352616,0.001658329
6B,2.536770841,0.036977965,0.166592712,0.001354489
6B,3.21864012,0.050863245,0.130706845,0.001152094
6B,2.418851838,0.027523748,0.180980266,0.001148649
6B,10.46872018,0.212562264,0.089373818,0.001012187
6B,5.947719505,0.062589491,0.15084164,0.00088538
6B,7.591428457,0.068524233,0.136141338,0.000685438
6B,11.74888826,0.091329585,0.070124748,0.000304049
6B,1.954338663,0.036063814,0.214382876,0.00220658
6B,11.86090181,0.121497714,0.068068208,0.000388913
6B,2.418206814,0.052675825,0.20222546,0.002457036
6B,5.041152036,0.087675762,0.168840933,0.001637892
6B,4.735447799,0.047569723,0.170435651,0.000954966
6B,9.440421551,0.116132021,0.101736808,0.000698066
6B,4.105276724,0.040287767,0.183123726,0.001002382
6B,9.397856475,0.162591638,0.105644161,0.001019466
6B,5.532401588,0.10608125,0.165531226,0.001770364
6B,10.24395511,0.168340612,0.096191464,0.000881689
6B,11.53406219,0.095550826,0.081051864,0.000374518
6B,9.642510801,0.072642126,0.101092344,0.00042479
6B,7.160586996,0.117312665,0.153426699,0.001402022
6B,5.742616204,0.069611445,0.157843692,0.001067225
6B,11.35175003,0.226252446,0.067372184,0.000748978
6B,4.221369821,0.087250254,0.181281796,0.002089899
6B,11.44641144,0.181091304,0.069394758,0.000612368
6B,1.899812946,0.029294542,0.221967231,0.001909073
6B,5.268463028,0.072776839,0.163756789,0.00126173
6B,6.128141415,0.061177067,0.155777534,0.000867406
6B,8.730634842,0.150328426,0.112832391,0.001083645
6B,2.113447,0.042115618,0.224997759,0.002500851
6B,4.691235593,0.072122265,0.174422365,0.001495692
6B,10.78911271,0.158424915,0.088390367,0.000723936
6B,6.972341627,0.116933891,0.138681973,0.001297297
6B,6.618854315,0.124729706,0.154343312,0.001622306
6B,5.1275938,0.047245368,0.161078251,0.000827828
6B,4.908097875,0.043051975,0.1687292,0.000825521
6B,6.121945913,0.112416531,0.158004889,0.001618337
6B,8.981422848,0.155464812,0.1030139,0.000994582
6B,6.84459658,0.088922158,0.144914783,0.001050105
6B,2.206713797,0.025648979,0.209997691,0.001361433
6B,4.206325777,0.074183719,0.105036942,0.00103325
6B,5.700141494,0.063496045,0.133038505,0.000826601
6B,3.654558619,0.058977848,0.136258125,0.001226519
6B,3.838876945,0.03334463,0.133004762,0.000644387
6B,3.323482534,0.063265577,0.136209781,0.001446239
6B,6.897937142,0.072709957,0.098209433,0.000577412
6B,6.03121939,0.128737704,0.111674387,0.001329572
6B,5.641217392,0.12466436,0.100283318,0.001236107
6B,4.155757212,0.065410668,0.110333737,0.000968645
6B,3.501785097,0.058979742,0.125812548,0.001181939
6B,3.661451264,0.042359736,0.109220401,0.000704793
6B,3.341828242,0.025110135,0.119710491,0.000501712
6B,3.157668717,0.045645897,0.137603088,0.001109484
6B,3.966819897,0.063923158,0.109231282,0.000981794
6B,5.651088021,0.111120064,0.126023355,0.001382195
6B,4.433203449,0.077145562,0.128834856,0.001250502
6B,2.914669781,0.06544495,0.159271364,0.001994721
6B,3.426331425,0.063062439,0.126768863,0.001301403
6B,4.410896482,0.097756889,0.112339928,0.001388713
6B,3.505212242,0.035088433,0.135641555,0.000757356
6B,4.028042868,0.051041317,0.139374843,0.000985076
6B,3.489901699,0.02984704,0.123383335,0.000588576
6B,4.113580686,0.052032377,0.130368671,0.000919781
6B,7.233078779,0.076970754,0.106883696,0.000634413
6B,4.049755071,0.083154749,0.128515631,0.001471879
6B,3.153874033,0.043292627,0.147328545,0.001128013
6B,3.858682704,0.054315228,0.106175377,0.000833612
6B,4.572839157,0.034598164,0.13160033,0.000555369
6B,3.089188551,0.037469479,0.140848605,0.000952892
6B,7.041307157,0.125111856,0.075062605,0.000743921
6B,3.169776408,0.046558307,0.130836864,0.001071905
6B,5.114480277,0.094337765,0.099437529,0.001023039
6B,4.107318838,0.08875573,0.130008372,0.001566993
6B,3.106390208,0.036095391,0.129601311,0.000839968
6B,4.626362421,0.097776296,0.1187622,0.001400006
6B,3.890846463,0.029808964,0.126827106,0.000541967
6C,1.716829499,0.011262545,0.217131676,0.000780177
6C,1.687983394,0.015613538,0.222650868,0.001128024
6C,1.684842512,0.015653453,0.223270839,0.00113617
6C,1.690845183,0.013551476,0.222089316,0.000974925
6C,1.684024471,0.019465899,0.223432942,0.001414601
6C,1.689094834,0.021543129,0.222432401,0.001553865
6C,1.664057336,0.020490725,0.227472348,0.001534187
6C,1.691552604,0.010577718,0.221950989,0.000760194
6C,1.695722384,0.02458073,0.221139532,0.001755768
6C,1.678900434,0.018975529,0.224454305,0.001389497
6C,1.690306856,0.013162592,0.222194707,0.000947698
6C,1.688553032,0.023407031,0.222538839,0.001689655
6C,1.689432416,0.021543496,0.22236614,0.001553119
6C,1.679529025,0.010333651,0.224328451,0.000755982
6C,1.69859313,0.012533308,0.220584712,0.000891482
6C,1.678344457,0.019054819,0.224565751,0.001396458
6C,1.682128706,0.012524063,0.223809614,0.000912694
6C,1.668781191,0.01809745,0.226502132,0.001345398
6C,1.685673289,0.01777407,0.223106481,0.001288506
6C,1.697914099,0.020042705,0.220715665,0.001427034
6C,1.685557778,0.014554249,0.223129317,0.00105527
6C,1.684274046,0.018473747,0.223383458,0.001342004
6C,1.674801816,0.01407337,0.225278775,0.001036849
6C,1.69793772,0.022845037,0.220711107,0.001626503
6C,1.703376523,0.020356003,0.219667118,0.00143783
6C,1.685338362,0.02527527,0.223172709,0.001833202
6C,1.668225212,0.013020902,0.226615847,0.000968807
6C,1.680569018,0.012918789,0.224120572,0.000943643
6C,1.679929189,0.016478562,0.224248414,0.001204809
6C,1.701319907,0.017121642,0.220060588,0.001213004
6C,1.687113678,0.021804184,0.222822155,0.001577301
6C,1.674576498,0.013203912,0.225324294,0.00097312
6C,1.684147385,0.023213999,0.223408569,0.001686671
6C,1.704004668,0.018269713,0.219547256,0.001289287
6C,1.687321032,0.010489911,0.222781291,0.000758601
6C,1.681352112,0.012050458,0.223964325,0.000879193
6C,1.720797063,0.016616163,0.216396412,0.001144489
6C,1.688462473,0.024333676,0.222556641,0.00175678
6C,1.696782068,0.022311026,0.220934368,0.001591173
6C,1.678556016,0.023842218,0.22452333,0.001746759
6C,2.556717373,0.03226654,0.179817232,0.001265781
6C,2.167032678,0.036724305,0.194539943,0.001838885
6C,3.037568761,0.067608102,0.134771491,0.001673125
6C,2.826478382,0.050500633,0.151953052,0.001514322
6C,2.158267698,0.023849419,0.18589923,0.001145797
6C,3.495295636,0.034554759,0.11518904,0.000635174
6C,2.707142316,0.033226811,0.168651295,0.001154583
6C,2.925583269,0.062051828,0.142050237,0.001680513
6C,3.611168429,0.045111007,0.109845329,0.000765375
6C,3.026488898,0.061510896,0.140663598,0.001594603
6C,3.17193095,0.04620627,0.128082883,0.001040701
6C,2.444128164,0.024440163,0.180196537,0.001005042
6C,1.785038918,0.02417405,0.232854949,0.001758915
6C,2.192467149,0.026022281,0.184767359,0.001223194
6C,2.7730468,0.055735499,0.15271775,0.001712072
6C,3.559918299,0.043899453,0.120356377,0.000827839
6C,2.942960165,0.04523897,0.151783524,0.0013014
6C,3.009093374,0.057006835,0.143884984,0.001520423
6C,2.197249967,0.049401591,0.178432774,0.002237659
6C,2.18863295,0.030258569,0.202745985,0.001563455
6C,2.894536062,0.045573044,0.144199361,0.00126634
6C,2.977198413,0.028800561,0.139514319,0.000752783
6C,3.650245377,0.054927642,0.106420674,0.000893208
6C,2.324994832,0.025225819,0.166615052,0.001008313
6C,2.726122762,0.044218446,0.15035759,0.00136032
6C,2.577071967,0.035421087,0.170602458,0.001307912
6C,2.892894444,0.04124717,0.17003687,0.001352267
6C,2.042253618,0.034069382,0.210046817,0.001954467
6C,3.285733901,0.062430665,0.135979236,0.001441106
6C,2.865496874,0.06346703,0.156651657,0.001935267
6C,2.332581347,0.019432457,0.201634854,0.000936945
6C,1.762753328,0.021654621,0.227145082,0.001556396
6C,2.283999956,0.01928027,0.194504248,0.000915807
6C,3.285067013,0.026946929,0.136576907,0.000624885
6C,2.06930937,0.031918509,0.200042531,0.001721065
6C,3.089199044,0.063305586,0.146449158,0.001673943
6C,1.943318302,0.024617126,0.203024912,0.0014345
6C,3.295835489,0.047419346,0.118135425,0.000948043
6C,2.050594375,0.017630417,0.213384082,0.001023299
6C,2.635161425,0.037500911,0.169105181,0.001342299
6C,2.491194875,0.039642194,0.196747817,0.001746295
6C,1.88998063,0.014300983,0.208020656,0.000877956
6C,2.107046751,0.028604004,0.204074348,0.00154525
6C,3.205288089,0.051196225,0.135610603,0.001208154
6C,2.768012284,0.023340123,0.17040171,0.000801432
6C,2.22778412,0.030840528,0.175774625,0.001357259
6C,2.60038768,0.054048912,0.172702531,0.00200219
6C,2.46792785,0.036663478,0.17732363,0.001469351
6C,11.93143151,0.224872097,0.063386772,0.000666345
6C,7.878291078,0.094854229,0.132249084,0.000888127
6C,12.25029248,0.193828795,0.061053578,0.000538816
6C,4.958327804,0.086882285,0.194080991,0.001896866
6C,9.849709849,0.087548004,0.094364874,0.000467833
6C,7.604508721,0.129150741,0.130364999,0.001234936
6C,12.38900373,0.139545946,0.063590038,0.00039951
6C,5.404968825,0.114959025,0.17042763,0.002021844
6C,6.060215011,0.049192571,0.143685078,0.00065055
6C,3.246032057,0.041085342,0.186976282,0.001320014
6C,9.876163607,0.188971017,0.082704466,0.00088266
6C,9.127296562,0.074251395,0.100493508,0.000455993
6C,8.833615295,0.152504938,0.109736067,0.001056702
6C,11.38321844,0.225230439,0.093604511,0.001033039
6C,8.583586036,0.186928931,0.114324878,0.001388693
6C,6.278531962,0.140986918,0.153184589,0.00191864
6C,2.021744395,0.037045815,0.216919759,0.002217021
6C,4.020388028,0.041547439,0.192004971,0.001106742
6C,4.239193104,0.090942261,0.188198264,0.002251935
6C,7.704912251,0.105362092,0.137474412,0.001048567
6C,5.042457592,0.053036909,0.164385201,0.000964398
6C,5.798246948,0.057699797,0.14360381,0.000797079
6C,4.12286693,0.04259329,0.175760907,0.001012796
6C,9.496043008,0.12155984,0.105906321,0.000756183
6C,5.823809312,0.100110361,0.165270058,0.001584615
6C,11.8627082,0.167782716,0.080348875,0.000633871
6C,8.733283626,0.092248187,0.103911156,0.00061221
6C,11.79709015,0.219206348,0.073946234,0.000766394
6C,1.76670032,0.027306108,0.227179032,0.001958497
6C,3.600826435,0.032985094,0.20401742,0.001042415
6C,2.834202836,0.027267586,0.206882053,0.001110188
6C,7.220067168,0.076647952,0.125198816,0.00074134
6C,9.002122574,0.202394259,0.119597122,0.001499794
6C,1.96525027,0.041641173,0.218188917,0.002578669
6C,11.11449895,0.193932118,0.073483608,0.000715168
6C,4.222465055,0.051066042,0.201322704,0.001358053
6C,2.916419048,0.039372751,0.151764178,0.001142807
6C,3.620459927,0.080434596,0.129973121,0.00161061
6C,2.987805534,0.035033538,0.141172504,0.000923293
6C,3.719948451,0.056849047,0.123390043,0.001051778
6C,6.551580474,0.143658052,0.110942453,0.001356874
6C,4.644063473,0.081567497,0.104328802,0.001022071
6C,3.159810719,0.038048301,0.136788248,0.000918715
6C,3.446577755,0.074071061,0.142620876,0.001709627
6C,3.374701206,0.050682943,0.147703976,0.001237304
6C,3.60715178,0.064833626,0.114706941,0.001149962
6C,3.811013335,0.056566612,0.139984201,0.001158928
6C,4.43311032,0.094110139,0.118916221,0.001408078
6C,4.145383066,0.065169128,0.125327186,0.001098956
6C,3.31960473,0.039182647,0.121492384,0.00079986
6C,3.873931765,0.054791467,0.115866172,0.000914061
6C,4.647820161,0.038970283,0.132326849,0.000618857
6C,3.229306798,0.036938706,0.134933357,0.000860894
6C,3.445587149,0.058026135,0.123631591,0.001161309
6C,3.101381101,0.050743576,0.160453444,0.001464309
6C,3.19717278,0.044050524,0.126324995,0.000970805
6C,3.020197936,0.052423226,0.155701551,0.001507437
6C,5.733796478,0.057187344,0.105859178,0.000588903
6C,4.60199642,0.06354676,0.110268002,0.000849287
6C,2.828761951,0.043891875,0.160983738,0.001393245
6C,4.568231253,0.090702768,0.101418216,0.001123172
6C,3.027024213,0.025319096,0.135831501,0.00063371
6C,5.399039454,0.107406787,0.116230731,0.001289716
6C,3.627816832,0.070766906,0.10544182,0.001147243
6C,4.416680065,0.078229734,0.106783108,0.001054961
6C,4.021918054,0.07357546,0.109667759,0.001119017
6C,6.958328051,0.153290277,0.092775758,0.001139992
6C,3.640717193,0.035107597,0.134276281,0.000722223
6C,3.174523917,0.040875517,0.142599339,0.001024141
6C,4.127685056,0.044792273,0.127217023,0.000770016
6C,4.51911825,0.065414225,0.148965647,0.001202714
6C,4.067598017,0.080537827,0.119551108,0.001320302
7A,1.560786799,0.009871218,0.251222914,0.000870256
7A,1.573910478,0.020018916,0.247909601,0.001727088
7A,1.555633882,0.01585776,0.252549936,0.001410075
7A,1.552203382,0.017999201,0.253441718,0.001609694
7A,1.55815086,0.014240436,0.251899877,0.001260963
7A,1.546476178,0.019489857,0.254945599,0.001759842
7A,1.552768445,0.015663721,0.253294364,0.001399505
7A,1.561704226,0.018822667,0.250988212,0.0016569
7A,1.560852524,0.008780604,0.251206085,0.000774022
7A,1.555440833,0.015768444,0.252599943,0.001402585
7A,1.55874277,0.018377734,0.251747523,0.001625711
7A,1.571049046,0.016081685,0.248624017,0.001393945
7A,1.553562427,0.012432354,0.253087623,0.001109318
7A,1.560631478,0.013276822,0.251262696,0.001170799
7A,1.559221702,0.018647256,0.251624394,0.00164824
7A,1.564939127,0.019106626,0.250164365,0.00167291
7A,1.541626379,0.013353831,0.256234022,0.001215694
7A,1.550160364,0.018396128,0.253976013,0.001650833
7A,1.539089308,0.015781621,0.256913563,0.001442897
7A,1.558194287,0.018245509,0.251888693,0.001615488
7A,1.680516998,0.013996467,0.22413096,0.00102244
7A,1.684825464,0.0176817,0.223274215,0.001283419
7A,1.693922764,0.023274356,0.221488932,0.001666851
7A,1.690390685,0.016453604,0.222178288,0.001184503
7A,1.681146897,0.014743554,0.224005247,0.001076008
7A,1.697998891,0.013087083,0.220699303,0.000931681
7A,1.676814117,0.016135569,0.224873146,0.001185216
7A,1.685688781,0.024296574,0.223103418,0.001761305
7A,1.678336252,0.010071787,0.224567397,0.000738133
7A,1.683414705,0.025164717,0.223553943,0.001830391
7A,1.703486497,0.008921115,0.219646123,0.000630035
7A,1.687530194,0.009169065,0.222740088,0.000662876
7A,1.676568075,0.018130524,0.224922655,0.001332242
7A,1.685840853,0.017776347,0.223073363,0.001288351
7A,1.68726997,0.018587613,0.222791353,0.001344306
7A,1.685850898,0.019320049,0.223071378,0.001400211
7A,1.705654406,0.020007774,0.21923315,0.001408558
7A,1.675409658,0.022220337,0.225156078,0.001635588
7A,1.710466434,0.010746815,0.218322676,0.00075132
7A,1.673082573,0.019024763,0.225626619,0.001405248
7A,2.210153232,0.036712373,0.20654607,0.00191366
7A,1.954597208,0.037680905,0.224503172,0.002414039
7A,1.74758086,0.013828982,0.239049546,0.001055112
7A,3.313062484,0.066256862,0.129048176,0.001439497
7A,2.965675554,0.045775674,0.153457941,0.001321169
7A,2.172056214,0.044596713,0.209223025,0.002396067
7A,2.218037422,0.035316486,0.205992073,0.001829435
7A,1.938537611,0.04339781,0.225631628,0.002817418
7A,2.116000935,0.028368314,0.21316185,0.001593987
7A,3.038212518,0.059979583,0.148361001,0.001633664
7A,2.340436509,0.04005883,0.197391482,0.001884463
7A,2.790479444,0.027441389,0.165768409,0.000909257
7A,2.680824104,0.031626105,0.173473538,0.00114148
7A,2.959649136,0.066388292,0.153881398,0.001925286
7A,2.688306844,0.034928827,0.17294775,0.001253366
7A,3.503201325,0.052478017,0.115687729,0.000966624
7A,3.037685341,0.05482594,0.148398044,0.001493927
7A,3.237754257,0.066942969,0.134339843,0.001549258
7A,3.452095919,0.034891713,0.119278742,0.00067245
7A,2.389259298,0.050616623,0.193960862,0.002291932
7A,2.199179093,0.042199601,0.207317188,0.002218916
7A,2.691165236,0.021300472,0.1727469,0.000762635
7A,2.467322138,0.036518318,0.188475636,0.001555958
7A,2.067194557,0.015902295,0.216591317,0.000929346
7A,1.969491491,0.016800097,0.223456598,0.001063184
7A,3.491715876,0.031203467,0.116494775,0.000580668
7A,3.365579098,0.028591645,0.125358002,0.000594004
